,Country,Date,Android,iOS
91,Micronesia Federated States of,2016-10,73.17,23.02
92,Micronesia Federated States of,2016-11,73.68,22.2
93,Micronesia Federated States of,2016-12,77.87,17.96
94,Micronesia Federated States of,2017-01,82.53,14.68
95,Micronesia Federated States of,2017-02,74.42,22.2
96,Micronesia Federated States of,2017-03,81.03,16.87
97,Micronesia Federated States of,2017-04,79.41,18.19
98,Micronesia Federated States of,2017-05,81.61,16.18
99,Micronesia Federated States of,2017-06,80.49,17.12
100,Micronesia Federated States of,2017-07,77.83,19.78
101,Micronesia Federated States of,2017-08,81.24,16.34
102,Micronesia Federated States of,2017-09,80.09,18.02
103,Micronesia Federated States of,2017-10,84.53,13.17
104,Micronesia Federated States of,2017-11,73.96,24.15
105,Micronesia Federated States of,2017-12,82.17,13.05
106,Micronesia Federated States of,2018-01,75.97,15.82
107,Micronesia Federated States of,2018-02,83.51,15.56
108,Micronesia Federated States of,2018-03,81.66,10.17
109,Micronesia Federated States of,2018-04,77.02,9.11
110,Micronesia Federated States of,2018-05,74.19,7.74
111,Micronesia Federated States of,2018-06,80.73,8.67
112,Micronesia Federated States of,2018-07,85.63,6.74
113,Micronesia Federated States of,2018-08,75.75,7.91
114,Micronesia Federated States of,2018-09,82.43,12.74
115,Micronesia Federated States of,2018-10,86.14,11.2
116,Micronesia Federated States of,2018-11,78.09,14.71
117,Micronesia Federated States of,2018-12,81.09,14.56
118,Micronesia Federated States of,2019-01,80.74,19.17
119,Micronesia Federated States of,2019-02,78.92,20.44
120,Micronesia Federated States of,2019-03,80.69,18.19
121,Micronesia Federated States of,2019-04,79.91,19.93
122,Micronesia Federated States of,2019-05,78.59,20.96
123,Micronesia Federated States of,2019-06,86.05,13.93
124,Micronesia Federated States of,2019-07,86.78,13.04
125,Micronesia Federated States of,2019-08,83.81,16.06
126,Micronesia Federated States of,2019-09,80.16,19.76
127,Micronesia Federated States of,2019-10,90.03,9.89
128,Micronesia Federated States of,2019-11,91.18,8.79
129,Micronesia Federated States of,2019-12,83.3,16.69
130,Micronesia Federated States of,2020-01,82.38,17.54
131,Micronesia Federated States of,2020-02,82.18,17.8
132,Micronesia Federated States of,2020-03,85.56,14.41
133,Micronesia Federated States of,2020-04,83.23,16.77
134,Micronesia Federated States of,2020-05,84.96,15.03
135,Micronesia Federated States of,2020-06,79.34,20.63
136,Micronesia Federated States of,2020-07,82.38,17.61
137,Micronesia Federated States of,2020-08,81.08,18.8
138,Micronesia Federated States of,2020-09,74.96,25.0
139,Micronesia Federated States of,2020-10,83.83,15.7
140,Micronesia Federated States of,2020-11,88.12,11.84
141,Micronesia Federated States of,2020-12,87.0,12.96
142,Micronesia Federated States of,2021-01,81.36,18.44
143,Micronesia Federated States of,2021-02,79.91,20.04
144,Micronesia Federated States of,2021-03,81.53,18.43
145,Micronesia Federated States of,2021-04,79.53,20.05
146,Micronesia Federated States of,2021-05,71.48,28.52
147,Micronesia Federated States of,2021-06,73.7,26.3
148,Micronesia Federated States of,2021-07,76.36,23.21
149,Micronesia Federated States of,2021-08,80.72,19.18
150,Micronesia Federated States of,2021-09,82.15,17.59
151,Micronesia Federated States of,2021-10,73.98,25.81
152,Micronesia Federated States of,2021-11,70.07,27.58
153,Micronesia Federated States of,2021-12,70.25,29.3
154,Micronesia Federated States of,2022-01,71.47,28.21
155,Micronesia Federated States of,2022-02,72.58,27.35
156,Micronesia Federated States of,2022-03,75.49,24.08
157,Micronesia Federated States of,2022-04,66.67,28.97
158,Micronesia Federated States of,2022-05,70.1,29.63
159,Micronesia Federated States of,2022-06,70.63,29.29
160,Micronesia Federated States of,2022-07,73.88,25.71
161,Micronesia Federated States of,2022-08,72.52,27.43
162,Micronesia Federated States of,2022-09,76.05,23.72
163,Micronesia Federated States of,2022-10,80.43,19.42
164,Micronesia Federated States of,2009-04,0.0,0.0
165,Micronesia Federated States of,2009-07,0.0,0.0
0,Moldova Republic of,2009-01,0.03,14.26
1,Moldova Republic of,2009-02,0.0,13.6
2,Moldova Republic of,2009-03,0.0,20.68
3,Moldova Republic of,2009-04,0.0,21.14
4,Moldova Republic of,2009-05,0.0,13.06
5,Moldova Republic of,2009-06,0.0,12.91
6,Moldova Republic of,2009-07,0.07,16.86
7,Moldova Republic of,2009-08,0.03,11.63
8,Moldova Republic of,2009-09,0.07,13.04
9,Moldova Republic of,2009-10,0.1,15.33
10,Moldova Republic of,2009-11,0.33,17.24
11,Moldova Republic of,2009-12,0.65,13.08
12,Moldova Republic of,2010-01,1.14,13.59
13,Moldova Republic of,2010-02,0.44,12.18
14,Moldova Republic of,2010-03,0.46,10.15
15,Moldova Republic of,2010-04,0.87,11.78
16,Moldova Republic of,2010-05,0.82,13.58
17,Moldova Republic of,2010-06,0.64,9.84
18,Moldova Republic of,2010-07,2.45,13.38
19,Moldova Republic of,2010-08,2.43,15.17
20,Moldova Republic of,2010-09,2.58,17.15
21,Moldova Republic of,2010-10,3.26,14.14
22,Moldova Republic of,2010-11,4.88,10.39
23,Moldova Republic of,2010-12,5.02,10.14
24,Moldova Republic of,2011-01,6.6,10.63
25,Moldova Republic of,2011-02,6.17,10.14
26,Moldova Republic of,2011-03,6.21,12.09
27,Moldova Republic of,2011-04,8.31,12.78
28,Moldova Republic of,2011-05,8.4,12.34
29,Moldova Republic of,2011-06,9.2,11.15
30,Moldova Republic of,2011-07,11.68,13.0
31,Moldova Republic of,2011-08,15.98,12.88
32,Moldova Republic of,2011-09,17.83,12.38
33,Moldova Republic of,2011-10,15.37,12.37
34,Moldova Republic of,2011-11,14.63,10.65
35,Moldova Republic of,2011-12,12.02,6.27
36,Moldova Republic of,2012-01,15.37,9.0
37,Moldova Republic of,2012-02,16.74,9.86
38,Moldova Republic of,2012-03,18.14,9.65
39,Moldova Republic of,2012-04,22.59,10.44
40,Moldova Republic of,2012-05,22.36,11.68
41,Moldova Republic of,2012-06,24.74,13.34
42,Moldova Republic of,2012-07,29.86,13.75
43,Moldova Republic of,2012-08,32.8,14.7
44,Moldova Republic of,2012-09,33.7,14.38
45,Moldova Republic of,2012-10,33.51,14.24
46,Moldova Republic of,2012-11,32.35,16.57
47,Moldova Republic of,2012-12,37.28,15.32
48,Moldova Republic of,2013-01,41.89,14.53
49,Moldova Republic of,2013-02,43.68,16.42
50,Moldova Republic of,2013-03,46.8,18.12
51,Moldova Republic of,2013-04,45.91,17.02
52,Moldova Republic of,2013-05,45.52,19.36
53,Moldova Republic of,2013-06,46.33,19.51
54,Moldova Republic of,2013-07,47.93,19.44
55,Moldova Republic of,2013-08,49.16,22.72
56,Moldova Republic of,2013-09,46.16,17.07
57,Moldova Republic of,2013-10,41.16,9.48
58,Moldova Republic of,2013-11,44.21,19.82
59,Moldova Republic of,2013-12,46.82,19.12
60,Moldova Republic of,2014-01,48.67,20.44
61,Moldova Republic of,2014-02,50.98,20.38
62,Moldova Republic of,2014-03,52.51,23.4
63,Moldova Republic of,2014-04,56.11,21.07
64,Moldova Republic of,2014-05,55.13,21.19
65,Moldova Republic of,2014-06,56.78,21.71
66,Moldova Republic of,2014-07,56.31,31.81
67,Moldova Republic of,2014-08,57.73,31.96
68,Moldova Republic of,2014-09,59.66,27.44
69,Moldova Republic of,2014-10,60.75,29.07
70,Moldova Republic of,2014-11,60.61,30.53
71,Moldova Republic of,2014-12,64.08,27.07
72,Moldova Republic of,2015-01,69.82,16.1
73,Moldova Republic of,2015-02,68.91,17.89
74,Moldova Republic of,2015-03,68.38,17.59
75,Moldova Republic of,2015-04,67.11,17.41
76,Moldova Republic of,2015-05,72.27,16.06
77,Moldova Republic of,2015-06,70.49,15.78
78,Moldova Republic of,2015-07,75.0,13.66
79,Moldova Republic of,2015-08,75.63,12.61
80,Moldova Republic of,2015-09,76.53,12.72
81,Moldova Republic of,2015-10,75.76,12.84
82,Moldova Republic of,2015-11,72.17,15.03
83,Moldova Republic of,2015-12,72.11,15.16
84,Moldova Republic of,2016-01,74.53,14.75
85,Moldova Republic of,2016-02,74.14,14.85
86,Moldova Republic of,2016-03,76.29,14.21
87,Moldova Republic of,2016-04,74.53,15.64
88,Moldova Republic of,2016-05,71.31,18.2
89,Moldova Republic of,2016-06,73.0,18.86
90,Moldova Republic of,2016-07,74.36,17.0
91,Moldova Republic of,2016-08,74.65,17.73
92,Moldova Republic of,2016-09,75.83,16.68
93,Moldova Republic of,2016-10,76.92,16.3
94,Moldova Republic of,2016-11,78.27,15.6
95,Moldova Republic of,2016-12,78.99,15.54
96,Moldova Republic of,2017-01,80.92,14.09
97,Moldova Republic of,2017-02,81.25,14.67
98,Moldova Republic of,2017-03,80.82,15.37
99,Moldova Republic of,2017-04,80.37,15.48
100,Moldova Republic of,2017-05,81.48,15.01
101,Moldova Republic of,2017-06,78.94,17.68
102,Moldova Republic of,2017-07,80.39,16.5
103,Moldova Republic of,2017-08,79.96,16.96
104,Moldova Republic of,2017-09,83.36,14.29
105,Moldova Republic of,2017-10,82.89,14.71
106,Moldova Republic of,2017-11,82.37,15.23
107,Moldova Republic of,2017-12,82.78,15.0
108,Moldova Republic of,2018-01,82.21,15.68
109,Moldova Republic of,2018-02,81.62,16.01
110,Moldova Republic of,2018-03,82.87,15.49
111,Moldova Republic of,2018-04,82.33,16.01
112,Moldova Republic of,2018-05,82.32,16.01
113,Moldova Republic of,2018-06,82.81,15.68
114,Moldova Republic of,2018-07,84.73,13.59
115,Moldova Republic of,2018-08,82.09,16.34
116,Moldova Republic of,2018-09,88.08,10.96
117,Moldova Republic of,2018-10,87.87,11.35
118,Moldova Republic of,2018-11,84.65,14.39
119,Moldova Republic of,2018-12,89.5,9.72
120,Moldova Republic of,2019-01,90.75,8.52
121,Moldova Republic of,2019-02,88.88,10.5
122,Moldova Republic of,2019-03,86.46,13.08
123,Moldova Republic of,2019-04,88.39,11.2
124,Moldova Republic of,2019-05,88.1,11.39
125,Moldova Republic of,2019-06,89.32,10.19
126,Moldova Republic of,2019-07,89.9,9.66
127,Moldova Republic of,2019-08,90.82,8.78
128,Moldova Republic of,2019-09,90.29,9.35
129,Moldova Republic of,2019-10,90.8,8.8
130,Moldova Republic of,2019-11,90.67,8.93
131,Moldova Republic of,2019-12,88.7,10.6
132,Moldova Republic of,2020-01,88.0,11.38
133,Moldova Republic of,2020-02,87.33,11.8
134,Moldova Republic of,2020-03,88.06,11.47
135,Moldova Republic of,2020-04,86.97,12.62
136,Moldova Republic of,2020-05,84.93,14.74
137,Moldova Republic of,2020-06,83.72,15.58
138,Moldova Republic of,2020-07,82.81,16.35
139,Moldova Republic of,2020-08,81.46,17.86
140,Moldova Republic of,2020-09,83.74,15.95
141,Moldova Republic of,2020-10,82.81,16.63
142,Moldova Republic of,2020-11,83.08,16.61
143,Moldova Republic of,2020-12,82.15,17.57
144,Moldova Republic of,2021-01,82.65,17.02
145,Moldova Republic of,2021-02,82.06,17.54
146,Moldova Republic of,2021-03,81.96,17.5
147,Moldova Republic of,2021-04,80.8,18.76
148,Moldova Republic of,2021-05,79.56,19.97
149,Moldova Republic of,2021-06,79.6,19.94
150,Moldova Republic of,2021-07,80.23,19.29
151,Moldova Republic of,2021-08,80.59,18.88
152,Moldova Republic of,2021-09,81.47,18.18
153,Moldova Republic of,2021-10,82.88,16.8
154,Moldova Republic of,2021-11,82.56,17.2
155,Moldova Republic of,2021-12,81.72,18.06
156,Moldova Republic of,2022-01,81.69,18.08
157,Moldova Republic of,2022-02,81.86,17.98
158,Moldova Republic of,2022-03,80.45,19.3
159,Moldova Republic of,2022-04,79.69,20.09
160,Moldova Republic of,2022-05,78.34,21.4
161,Moldova Republic of,2022-06,80.16,19.49
162,Moldova Republic of,2022-07,80.05,19.6
163,Moldova Republic of,2022-08,79.08,20.39
164,Moldova Republic of,2022-09,79.34,20.41
165,Moldova Republic of,2022-10,77.68,22.03
0,Monaco,2009-01,0.0,9.07
1,Monaco,2009-02,0.0,6.72
2,Monaco,2009-03,0.0,10.24
3,Monaco,2009-04,0.0,7.83
4,Monaco,2009-05,0.0,5.57
5,Monaco,2009-06,0.0,17.56
6,Monaco,2009-07,0.21,40.03
7,Monaco,2009-08,0.0,14.93
8,Monaco,2009-09,0.0,16.35
9,Monaco,2009-10,0.27,18.15
10,Monaco,2009-11,0.0,22.67
11,Monaco,2009-12,0.08,33.7
12,Monaco,2010-01,0.38,58.12
13,Monaco,2010-02,0.06,54.5
14,Monaco,2010-03,0.13,54.01
15,Monaco,2010-04,0.14,31.81
16,Monaco,2010-05,0.08,15.64
17,Monaco,2010-06,0.46,13.7
18,Monaco,2010-07,0.66,24.31
19,Monaco,2010-08,1.05,36.34
20,Monaco,2010-09,2.05,34.61
21,Monaco,2010-10,2.4,34.02
22,Monaco,2010-11,1.77,48.18
23,Monaco,2010-12,3.05,51.9
24,Monaco,2011-01,5.61,48.76
25,Monaco,2011-02,1.29,39.08
26,Monaco,2011-03,3.89,39.99
27,Monaco,2011-04,5.97,64.63
28,Monaco,2011-05,6.08,49.73
29,Monaco,2011-06,3.68,27.03
30,Monaco,2011-07,6.43,31.32
31,Monaco,2011-08,5.11,25.47
32,Monaco,2011-09,4.78,24.65
33,Monaco,2011-10,4.95,21.82
34,Monaco,2011-11,6.19,18.95
35,Monaco,2011-12,3.96,13.66
36,Monaco,2012-01,6.6,16.01
37,Monaco,2012-02,8.86,19.3
38,Monaco,2012-03,12.04,29.75
39,Monaco,2012-04,12.01,38.18
40,Monaco,2012-05,9.43,38.29
41,Monaco,2012-06,11.82,41.42
42,Monaco,2012-07,12.99,32.06
43,Monaco,2012-08,16.65,41.69
44,Monaco,2012-09,22.99,39.25
45,Monaco,2012-10,15.29,42.95
46,Monaco,2012-11,18.57,34.49
47,Monaco,2012-12,14.95,33.47
48,Monaco,2013-01,17.87,34.87
49,Monaco,2013-02,21.15,31.96
50,Monaco,2013-03,19.91,30.99
51,Monaco,2013-04,22.21,50.25
52,Monaco,2013-05,26.53,56.22
53,Monaco,2013-06,27.65,67.09
54,Monaco,2013-07,26.88,68.17
55,Monaco,2013-08,32.04,63.14
56,Monaco,2013-09,22.71,68.66
57,Monaco,2013-10,29.88,64.69
58,Monaco,2013-11,22.8,70.95
59,Monaco,2013-12,23.99,73.04
60,Monaco,2014-01,26.45,68.85
61,Monaco,2014-02,29.69,65.77
62,Monaco,2014-03,31.68,65.37
63,Monaco,2014-04,30.16,66.99
64,Monaco,2014-05,29.25,68.01
65,Monaco,2014-06,31.17,66.79
66,Monaco,2014-07,27.61,70.77
67,Monaco,2014-08,26.28,72.24
68,Monaco,2014-09,28.04,69.83
69,Monaco,2014-10,31.42,67.33
70,Monaco,2014-11,32.19,66.81
71,Monaco,2014-12,29.37,68.32
72,Monaco,2015-01,28.59,65.85
73,Monaco,2015-02,30.56,65.11
74,Monaco,2015-03,31.75,63.39
75,Monaco,2015-04,31.28,65.42
76,Monaco,2015-05,31.13,67.02
77,Monaco,2015-06,24.81,70.58
78,Monaco,2015-07,27.88,68.69
79,Monaco,2015-08,26.66,71.68
80,Monaco,2015-09,26.21,71.29
81,Monaco,2015-10,27.43,69.78
82,Monaco,2015-11,28.12,69.12
83,Monaco,2015-12,31.05,66.81
84,Monaco,2016-01,27.16,70.1
85,Monaco,2016-02,28.11,69.91
86,Monaco,2016-03,26.69,70.55
87,Monaco,2016-04,27.0,70.8
88,Monaco,2016-05,25.02,72.53
89,Monaco,2016-06,27.58,70.79
90,Monaco,2016-07,26.85,71.73
91,Monaco,2016-08,21.71,77.41
92,Monaco,2016-09,28.01,70.86
93,Monaco,2016-10,32.02,66.81
94,Monaco,2016-11,35.93,62.98
95,Monaco,2016-12,35.82,62.93
96,Monaco,2017-01,33.15,66.0
97,Monaco,2017-02,31.57,67.16
98,Monaco,2017-03,34.17,64.86
99,Monaco,2017-04,36.75,62.09
100,Monaco,2017-05,32.06,67.16
101,Monaco,2017-06,31.95,66.89
102,Monaco,2017-07,33.59,65.82
103,Monaco,2017-08,34.58,64.75
104,Monaco,2017-09,34.05,65.46
105,Monaco,2017-10,35.43,63.8
106,Monaco,2017-11,27.35,72.1
107,Monaco,2017-12,29.2,69.2
108,Monaco,2018-01,33.32,65.93
109,Monaco,2018-02,34.34,64.99
110,Monaco,2018-03,32.7,66.67
111,Monaco,2018-04,28.69,70.93
112,Monaco,2018-05,27.52,72.2
113,Monaco,2018-06,35.62,63.91
114,Monaco,2018-07,33.56,66.33
115,Monaco,2018-08,37.53,62.11
116,Monaco,2018-09,35.74,63.96
117,Monaco,2018-10,34.2,65.36
118,Monaco,2018-11,28.28,71.26
119,Monaco,2018-12,35.03,64.14
120,Monaco,2019-01,35.6,63.47
121,Monaco,2019-02,33.78,65.65
122,Monaco,2019-03,35.15,61.53
123,Monaco,2019-04,31.27,62.02
124,Monaco,2019-05,34.05,64.29
125,Monaco,2019-06,34.21,63.87
126,Monaco,2019-07,34.27,65.3
127,Monaco,2019-08,26.98,72.53
128,Monaco,2019-09,32.39,67.28
129,Monaco,2019-10,67.31,32.55
130,Monaco,2019-11,40.67,58.79
131,Monaco,2019-12,35.33,62.76
132,Monaco,2020-01,36.09,62.38
133,Monaco,2020-02,32.13,67.18
134,Monaco,2020-03,30.2,68.22
135,Monaco,2020-04,27.57,70.53
136,Monaco,2020-05,32.01,67.11
137,Monaco,2020-06,36.32,63.2
138,Monaco,2020-07,38.27,61.37
139,Monaco,2020-08,36.83,62.7
140,Monaco,2020-09,39.93,59.83
141,Monaco,2020-10,36.31,63.17
142,Monaco,2020-11,37.34,62.17
143,Monaco,2020-12,35.35,64.44
144,Monaco,2021-01,35.77,63.94
145,Monaco,2021-02,34.18,65.56
146,Monaco,2021-03,35.95,63.72
147,Monaco,2021-04,39.01,60.53
148,Monaco,2021-05,37.73,61.87
149,Monaco,2021-06,36.84,62.73
150,Monaco,2021-07,33.63,65.57
151,Monaco,2021-08,34.97,64.58
152,Monaco,2021-09,34.27,65.42
153,Monaco,2021-10,37.16,62.68
154,Monaco,2021-11,30.26,69.52
155,Monaco,2021-12,34.52,65.18
156,Monaco,2022-01,32.83,66.83
157,Monaco,2022-02,29.81,70.07
158,Monaco,2022-03,34.03,65.87
159,Monaco,2022-04,33.58,66.38
160,Monaco,2022-05,32.4,67.44
161,Monaco,2022-06,29.96,69.99
162,Monaco,2022-07,29.15,70.8
163,Monaco,2022-08,28.75,71.13
164,Monaco,2022-09,30.19,69.75
165,Monaco,2022-10,31.5,68.37
0,Mongolia,2009-01,0.64,32.69
1,Mongolia,2009-02,0.0,26.17
2,Mongolia,2009-03,0.0,29.38
3,Mongolia,2009-04,0.03,16.87
4,Mongolia,2009-05,0.0,7.3
5,Mongolia,2009-06,0.03,4.2
6,Mongolia,2009-07,0.13,3.68
7,Mongolia,2009-08,0.04,3.66
8,Mongolia,2009-09,0.02,6.91
9,Mongolia,2009-10,0.09,5.5
10,Mongolia,2009-11,0.04,6.81
11,Mongolia,2009-12,0.11,3.21
12,Mongolia,2010-01,0.29,4.99
13,Mongolia,2010-02,0.46,5.45
14,Mongolia,2010-03,0.55,4.45
15,Mongolia,2010-04,0.34,5.67
16,Mongolia,2010-05,0.55,5.0
17,Mongolia,2010-06,0.7,4.4
18,Mongolia,2010-07,0.47,4.51
19,Mongolia,2010-08,0.79,5.72
20,Mongolia,2010-09,0.68,6.84
21,Mongolia,2010-10,1.39,7.56
22,Mongolia,2010-11,2.15,8.2
23,Mongolia,2010-12,3.0,9.16
24,Mongolia,2011-01,4.4,8.99
25,Mongolia,2011-02,6.25,9.44
26,Mongolia,2011-03,17.75,9.64
27,Mongolia,2011-04,8.94,11.97
28,Mongolia,2011-05,11.23,12.25
29,Mongolia,2011-06,11.31,11.28
30,Mongolia,2011-07,13.53,10.36
31,Mongolia,2011-08,17.9,10.71
32,Mongolia,2011-09,22.25,13.98
33,Mongolia,2011-10,22.51,14.0
34,Mongolia,2011-11,24.6,15.03
35,Mongolia,2011-12,23.0,11.89
36,Mongolia,2012-01,31.1,16.17
37,Mongolia,2012-02,34.05,17.84
38,Mongolia,2012-03,36.24,17.61
39,Mongolia,2012-04,33.19,16.05
40,Mongolia,2012-05,45.13,22.98
41,Mongolia,2012-06,44.33,20.25
42,Mongolia,2012-07,50.26,16.35
43,Mongolia,2012-08,55.54,18.68
44,Mongolia,2012-09,61.96,15.61
45,Mongolia,2012-10,62.69,16.57
46,Mongolia,2012-11,65.31,14.82
47,Mongolia,2012-12,67.74,15.09
48,Mongolia,2013-01,69.1,14.83
49,Mongolia,2013-02,71.9,14.7
50,Mongolia,2013-03,75.65,13.89
51,Mongolia,2013-04,75.55,15.04
52,Mongolia,2013-05,74.84,16.15
53,Mongolia,2013-06,75.11,15.76
54,Mongolia,2013-07,70.43,18.54
55,Mongolia,2013-08,71.15,18.91
56,Mongolia,2013-09,72.91,17.42
57,Mongolia,2013-10,71.15,15.93
58,Mongolia,2013-11,71.88,18.75
59,Mongolia,2013-12,68.23,22.47
60,Mongolia,2014-01,65.91,26.85
61,Mongolia,2014-02,67.28,25.85
62,Mongolia,2014-03,69.44,25.08
63,Mongolia,2014-04,68.74,26.3
64,Mongolia,2014-05,66.47,28.56
65,Mongolia,2014-06,63.37,32.7
66,Mongolia,2014-07,64.62,31.56
67,Mongolia,2014-08,66.42,30.53
68,Mongolia,2014-09,71.05,24.74
69,Mongolia,2014-10,70.1,26.01
70,Mongolia,2014-11,70.51,26.7
71,Mongolia,2014-12,68.38,28.02
72,Mongolia,2015-01,68.11,28.67
73,Mongolia,2015-02,69.53,27.81
74,Mongolia,2015-03,66.48,30.92
75,Mongolia,2015-04,67.06,29.86
76,Mongolia,2015-05,63.88,33.21
77,Mongolia,2015-06,64.6,32.58
78,Mongolia,2015-07,64.13,33.21
79,Mongolia,2015-08,65.12,31.99
80,Mongolia,2015-09,69.32,27.79
81,Mongolia,2015-10,76.2,19.87
82,Mongolia,2015-11,74.71,21.46
83,Mongolia,2015-12,74.14,22.12
84,Mongolia,2016-01,71.99,24.43
85,Mongolia,2016-02,71.84,23.95
86,Mongolia,2016-03,72.68,23.86
87,Mongolia,2016-04,73.82,22.21
88,Mongolia,2016-05,73.37,21.23
89,Mongolia,2016-06,74.29,22.6
90,Mongolia,2016-07,74.59,22.64
91,Mongolia,2016-08,73.92,23.48
92,Mongolia,2016-09,74.79,22.67
93,Mongolia,2016-10,75.55,22.79
94,Mongolia,2016-11,74.97,23.2
95,Mongolia,2016-12,75.88,22.58
96,Mongolia,2017-01,75.97,22.67
97,Mongolia,2017-02,76.45,21.8
98,Mongolia,2017-03,77.08,21.53
99,Mongolia,2017-04,76.55,21.85
100,Mongolia,2017-05,76.63,22.42
101,Mongolia,2017-06,76.47,22.36
102,Mongolia,2017-07,73.51,25.38
103,Mongolia,2017-08,75.3,23.64
104,Mongolia,2017-09,77.52,21.58
105,Mongolia,2017-10,76.93,21.77
106,Mongolia,2017-11,74.78,23.92
107,Mongolia,2017-12,76.52,22.54
108,Mongolia,2018-01,73.08,25.92
109,Mongolia,2018-02,73.41,25.79
110,Mongolia,2018-03,77.41,21.95
111,Mongolia,2018-04,76.37,22.94
112,Mongolia,2018-05,75.42,23.4
113,Mongolia,2018-06,74.47,25.07
114,Mongolia,2018-07,76.06,23.48
115,Mongolia,2018-08,74.56,24.88
116,Mongolia,2018-09,75.36,24.18
117,Mongolia,2018-10,75.99,23.63
118,Mongolia,2018-11,72.99,26.56
119,Mongolia,2018-12,75.3,24.3
120,Mongolia,2019-01,73.79,25.87
121,Mongolia,2019-02,73.96,25.63
122,Mongolia,2019-03,75.26,24.37
123,Mongolia,2019-04,73.45,26.23
124,Mongolia,2019-05,74.14,25.52
125,Mongolia,2019-06,74.13,25.6
126,Mongolia,2019-07,74.77,25.01
127,Mongolia,2019-08,73.82,25.86
128,Mongolia,2019-09,74.9,24.81
129,Mongolia,2019-10,80.15,19.58
130,Mongolia,2019-11,78.43,21.25
131,Mongolia,2019-12,78.14,21.59
132,Mongolia,2020-01,79.44,20.43
133,Mongolia,2020-02,80.05,19.83
134,Mongolia,2020-03,70.67,28.86
135,Mongolia,2020-04,71.82,27.8
136,Mongolia,2020-05,71.86,27.86
137,Mongolia,2020-06,74.31,25.39
138,Mongolia,2020-07,71.34,28.33
139,Mongolia,2020-08,71.02,28.67
140,Mongolia,2020-09,72.59,27.01
141,Mongolia,2020-10,71.31,28.34
142,Mongolia,2020-11,70.17,29.5
143,Mongolia,2020-12,70.98,28.72
144,Mongolia,2021-01,71.46,28.23
145,Mongolia,2021-02,71.98,27.71
146,Mongolia,2021-03,70.12,29.57
147,Mongolia,2021-04,70.3,29.44
148,Mongolia,2021-05,72.38,27.27
149,Mongolia,2021-06,69.4,29.99
150,Mongolia,2021-07,67.76,31.67
151,Mongolia,2021-08,67.72,31.68
152,Mongolia,2021-09,65.14,34.18
153,Mongolia,2021-10,65.06,34.38
154,Mongolia,2021-11,65.07,34.43
155,Mongolia,2021-12,62.79,36.74
156,Mongolia,2022-01,62.8,36.72
157,Mongolia,2022-02,62.96,36.68
158,Mongolia,2022-03,59.81,39.8
159,Mongolia,2022-04,58.3,41.43
160,Mongolia,2022-05,60.01,39.68
161,Mongolia,2022-06,61.81,37.62
162,Mongolia,2022-07,61.84,37.44
163,Mongolia,2022-08,62.86,36.53
164,Mongolia,2022-09,61.43,38.08
165,Mongolia,2022-10,61.22,38.19
0,Montenegro,2009-01,0.0,0.98
1,Montenegro,2009-02,0.0,1.09
2,Montenegro,2009-03,0.0,2.13
3,Montenegro,2009-04,0.0,2.56
4,Montenegro,2009-05,0.0,3.07
5,Montenegro,2009-06,0.0,2.74
6,Montenegro,2009-07,0.01,2.63
7,Montenegro,2009-08,0.02,4.3
8,Montenegro,2009-09,0.01,6.05
9,Montenegro,2009-10,0.02,5.01
10,Montenegro,2009-11,0.05,5.31
11,Montenegro,2009-12,0.05,5.25
12,Montenegro,2010-01,0.29,5.45
13,Montenegro,2010-02,0.65,7.89
14,Montenegro,2010-03,1.79,13.31
15,Montenegro,2010-04,2.68,14.12
16,Montenegro,2010-05,1.21,12.58
17,Montenegro,2010-06,1.02,13.52
18,Montenegro,2010-07,4.69,17.5
19,Montenegro,2010-08,5.71,18.0
20,Montenegro,2010-09,5.55,16.96
21,Montenegro,2010-10,5.57,17.08
22,Montenegro,2010-11,5.58,11.17
23,Montenegro,2010-12,4.71,7.32
24,Montenegro,2011-01,4.47,6.76
25,Montenegro,2011-02,6.58,7.45
26,Montenegro,2011-03,8.77,10.77
27,Montenegro,2011-04,10.17,12.21
28,Montenegro,2011-05,10.78,13.94
29,Montenegro,2011-06,11.04,14.57
30,Montenegro,2011-07,12.53,15.53
31,Montenegro,2011-08,14.88,17.22
32,Montenegro,2011-09,15.58,15.63
33,Montenegro,2011-10,15.08,14.14
34,Montenegro,2011-11,18.14,16.36
35,Montenegro,2011-12,21.43,15.06
36,Montenegro,2012-01,25.99,16.57
37,Montenegro,2012-02,26.61,16.53
38,Montenegro,2012-03,25.44,13.36
39,Montenegro,2012-04,26.26,13.9
40,Montenegro,2012-05,27.55,15.0
41,Montenegro,2012-06,31.46,17.32
42,Montenegro,2012-07,39.0,14.94
43,Montenegro,2012-08,39.41,14.36
44,Montenegro,2012-09,38.21,11.65
45,Montenegro,2012-10,38.7,12.54
46,Montenegro,2012-11,42.58,12.83
47,Montenegro,2012-12,46.44,12.34
48,Montenegro,2013-01,46.7,12.62
49,Montenegro,2013-02,47.48,12.52
50,Montenegro,2013-03,47.96,12.68
51,Montenegro,2013-04,51.39,10.73
52,Montenegro,2013-05,52.18,11.76
53,Montenegro,2013-06,53.31,13.2
54,Montenegro,2013-07,53.91,15.86
55,Montenegro,2013-08,57.31,12.62
56,Montenegro,2013-09,57.41,10.76
57,Montenegro,2013-10,53.43,8.81
58,Montenegro,2013-11,56.2,9.78
